,China,Japan,Thailand,"Korea, South",Taiwan*,US,Afghanistan,Norway,Nepal,Netherlands,New Zealand,Nigeria,North Macedonia,Pakistan,Oman,Morocco,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Namibia,Monaco,Mongolia,Qatar,Kuwait,Latvia,Lebanon,Liberia,Liechtenstein,Lithuania,Luxembourg,Malaysia,Maldives,Malta,Martinique,Mauritania,Mayotte,Mexico,Moldova,Puerto Rico,Romania,Republic of the Congo,Reunion,Sweden,Switzerland,Tanzania,The Bahamas,Togo,Trinidad and Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Suriname,Sudan,Sri Lanka,Senegal,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Serbia,Spain,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South Africa,Kosovo,Kenya,Albania,Colombia,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Central African Republic,Chile,Congo (Brazzaville),Kazakhstan,Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Cyprus,Brunei,Brazil,Bosnia and Herzegovina,Bolivia,Algeria,Andorra,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bhutan,Czechia,Denmark,Dominican Republic,Guernsey,Guyana,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Jersey,Jordan,Guinea,Guatemala,Ecuador,Guam,Egypt,Equatorial Guinea,Estonia,Eswatini,Ethiopia,Finland,France,French Guiana,Gabon,Georgia,Germany,Ghana,Greece,Greenland,Guadeloupe,occupied Palestinian territory
2/27/20,434.0,25.0,0.0,505.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0
2/28/20,328.0,14.0,1.0,571.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2/29/20,428.0,13.0,1.0,813.0,5.0,8.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,6.0,1.0,3.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
3/1/20,576.0,15.0,0.0,586.0,1.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,385.0,6.0,0.0,3.0,566.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,2.0,51.0,0.0,3.0,0.0,0.0,0.0
3/2/20,204.0,18.0,1.0,599.0,1.0,24.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,523.0,7.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
3/3/20,125.0,19.0,0.0,851.0,1.0,20.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,835.0,6.0,1.0,2.0,466.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
3/4/20,125.0,38.0,0.0,435.0,0.0,31.0,0.0,24.0,0.0,14.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,3.0,0.0,5.0,10.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,23.0,0.0,586.0,3.0,4.0,3.0,587.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,66.0,0.0,2.0,0.0,0.0,0.0
3/5/20,151.0,29.0,4.0,467.0,2.0,68.0,0.0,31.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,37.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,3.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,591.0,0.0,0.0,5.0,769.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,92.0,0.0,0.0,1.0,220.0,0.0,22.0,0.0,0.0,0.0
3/6/20,153.0,60.0,1.0,505.0,1.0,45.0,0.0,21.0,0.0,46.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-10.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,14.0,0.0,5.0,0.0,0.0,59.0,0.0,1.0,6.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,2.0,1234.0,5.0,12.0,17.0,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,3.0,276.0,0.0,0.0,0.0,188.0,0.0,14.0,0.0,0.0,0.0
3/7/20,80.0,41.0,2.0,448.0,0.0,140.0,0.0,39.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,24.0,3.0,25.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,1076.0,14.0,0.0,6.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,129.0,0.0,1.0,0.0,0.0,0.0
3/8/20,53.0,41.0,0.0,273.0,0.0,116.0,3.0,29.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,6.0,10.0,0.0,0.0,0.0,7.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,42.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,6.0,0.0,173.0,0.0,12.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,13.0,25.0,0.0,0.0,3.0,0.0,31.0,0.0,0.0,12.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,743.0,6.0,1.0,18.0,1492.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,8.0,177.0,0.0,0.0,9.0,241.0,0.0,27.0,0.0,0.0,0.0
3/9/20,37.0,9.0,0.0,164.0,0.0,65.0,0.0,29.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,0.0,10.0,0.0,0.0,39.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,13.0,595.0,0.0,2.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,83.0,0.0,0.0,2.0,136.0,0.0,0.0,0.0,0.0,0.0
3/10/20,27.0,70.0,3.0,35.0,2.0,376.0,1.0,195.0,0.0,61.0,0.0,0.0,4.0,10.0,2.0,1.0,1.0,0.0,4.0,13.0,6.0,11.0,0.0,0.0,1.0,6.0,5.0,2.0,9.0,0.0,0.0,0.0,2.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,107.0,117.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,5.0,4.0,622.0,0.0,10.0,4.0,15.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,51.0,2.0,15.0,0.0,3.0,28.0,0.0,0.0,10.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,8.0,881.0,11.0,13.0,22.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,575.0,0.0,0.0,0.0,281.0,0.0,16.0,0.0,0.0,0.0
3/11/20,34.0,58.0,6.0,242.0,1.0,322.0,2.0,198.0,0.0,121.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,4.0,0.0,16.0,9.0,18.0,0.0,0.0,0.0,238.0,3.0,2.0,20.0,0.0,0.0,2.0,2.0,20.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,145.0,161.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,582.0,0.0,18.0,3.0,26.0,0.0,6.0,0.0,0.0,2.0,6.0,3.0,1.0,1.0,0.0,29.0,0.0,10.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,3.0,10.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,64.0,0.0,85.0,0.0,0.0,47.0,0.0,0.0,50.0,180.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,6.0,7.0,958.0,0.0,9.0,26.0,2313.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,19.0,497.0,0.0,0.0,9.0,451.0,0.0,10.0,0.0,0.0,0.0
3/12/20,11.0,0.0,11.0,114.0,1.0,382.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,24.0,7.0,0.0,0.0,0.0,6.0,32.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,173.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,11.0,0.0,1075.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0
3/13/20,13.0,62.0,5.0,110.0,1.0,516.0,0.0,294.0,0.0,301.0,0.0,0.0,7.0,8.0,1.0,1.0,16.0,1.0,13.0,12.0,19.0,53.0,0.0,0.0,0.0,58.0,0.0,7.0,16.0,0.0,0.0,3.0,15.0,48.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,0.0,4.0,215.0,487.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,343.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,6.0,17.0,0.0,0.0,0.0,11.0,41.0,16.0,2955.0,0.0,22.0,16.0,52.0,0.0,7.0,0.0,1.0,10.0,4.0,16.0,0.0,2.0,0.0,76.0,0.0,20.0,0.0,4.0,1.0,1.0,0.0,13.0,0.0,1.0,8.0,26.0,99.0,2.0,1.0,2.0,0.0,1.0,12.0,4.0,2.0,72.0,202.0,4.0,-6.0,0.0,15.0,245.0,0.0,0.0,47.0,187.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,9.0,35.0,1289.0,30.0,47.0,30.0,5198.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,63.0,0.0,1.0,96.0,1383.0,0.0,0.0,1.0,1597.0,0.0,91.0,0.0,1.0,0.0
3/14/20,32.0,72.0,7.0,107.0,3.0,548.0,4.0,94.0,0.0,156.0,1.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,10.0,47.0,35.0,57.0,2.0,0.0,0.0,17.0,24.0,9.0,16.0,0.0,3.0,2.0,17.0,41.0,1.0,6.0,6.0,1.0,0.0,14.0,6.0,0.0,34.0,0.0,1.0,147.0,220.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,342.0,4.0,0.0,2.0,6.0,1.0,0.0,4.0,0.0,14.0,1.0,1.0,1.0,0.0,17.0,11.0,1159.0,2.0,12.0,12.0,40.0,0.0,14.0,0.0,0.0,5.0,9.0,18.0,0.0,2.0,0.0,5.0,0.0,18.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,12.0,3.0,0.0,5.0,7.0,11.0,0.0,0.0,3.0,10.0,0.0,50.0,151.0,0.0,21.0,0.0,0.0,130.0,0.0,0.0,48.0,32.0,6.0,1.0,0.0,0.0,0.0,11.0,22.0,20.0,27.0,1365.0,9.0,39.0,32.0,3497.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,29.0,0.0,36.0,1.0,0.0,70.0,808.0,0.0,1.0,5.0,910.0,3.0,38.0,0.0,0.0,0.0
3/15/20,26.0,66.0,32.0,76.0,6.0,772.0,5.0,131.0,0.0,176.0,2.0,0.0,0.0,22.0,3.0,11.0,7.0,0.0,5.0,29.0,16.0,76.0,0.0,0.0,0.0,64.0,8.0,4.0,17.0,0.0,0.0,4.0,8.0,190.0,3.0,3.0,0.0,0.0,0.0,15.0,11.0,0.0,8.0,0.0,1.0,61.0,841.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,8.0,14.0,4.0,0.0,1.0,0.0,21.0,0.0,2.0,1407.0,0.0,14.0,10.0,38.0,0.0,13.0,2.0,2.0,4.0,12.0,10.0,1.0,0.0,0.0,54.0,1.0,13.0,1.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,10.0,11.0,6.0,0.0,11.0,0.0,0.0,11.0,8.0,0.0,47.0,205.0,8.0,4.0,2.0,0.0,197.0,0.0,0.0,64.0,39.0,0.0,0.0,3.0,0.0,1.0,2.0,15.0,11.0,21.0,1209.0,6.0,0.0,58.0,3590.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0.0,0.0,19.0,33.0,0.0,0.0,3.0,1210.0,3.0,103.0,0.0,2.0,0.0
3/16/20,30.0,-14.0,33.0,74.0,8.0,1133.0,5.0,112.0,0.0,278.0,0.0,0.0,4.0,83.0,0.0,1.0,12.0,2.0,43.0,2.0,58.0,86.0,0.0,5.0,0.0,38.0,11.0,4.0,-11.0,1.0,0.0,5.0,18.0,138.0,0.0,9.0,6.0,0.0,1.0,12.0,0.0,3.0,27.0,1.0,2.0,81.0,0.0,1.0,1.0,0.0,2.0,2.0,12.0,4.0,0.0,406.0,4.0,5.0,7.0,5.0,0.0,0.0,10.0,0.0,27.0,4.0,0.0,0.0,8.0,15.0,7.0,2144.0,1.0,17.0,9.0,34.0,1.0,11.0,0.0,0.0,9.0,20.0,1.0,12.0,0.0,2.0,163.0,0.0,81.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,7.0,4.0,38.0,1.0,1.0,6.0,1.0,0.0,11.0,26.0,0.0,80.0,158.0,-8.0,0.0,3.0,9.0,172.0,1.0,0.0,45.0,57.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,6.0,17.0,1053.0,8.0,40.0,4.0,3233.0,0.0,0.0,9.0,0.0,1.0,9.0,3.0,40.0,0.0,34.0,0.0,4.0,33.0,2137.0,11.0,0.0,0.0,1477.0,0.0,0.0,1.0,3.0,0.0
